,Sha1ID,MoreThan10,Malicious,Day_Array,Hour_Array,Mean,Std,Size,WebFileUrlDomain
243,1241495,False,True,[0 1 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,61897,webmail-seguro.com.br
244,1243624,False,True,[0 0 1 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,2370384,uol.com.br
245,1249642,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,3717080,free.fr
246,1250979,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,783360,yandex.ru
247,1261204,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,75264,ymail.com
248,1263452,False,True,[0 0 0 0 0 1 0 1 0 0 0 0],,0.16666666666666666,0.38924947208076144,60416,interia.pl
249,1267969,False,True,[0 0 0 0 0 0 0 0 1 0 1 0],,0.16666666666666666,0.3892494720807615,2392,uol.com.br
250,1271479,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,791544,yandex.ru
251,1278911,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,62464,excite.com
252,1288260,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,109568,earthlink.net
253,1293426,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,368,rambler.ru
254,1296714,False,True,[1 0 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,176128,yandex.ru
255,1299163,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,857088,yandex.ru
256,1300993,False,True,[0 0 0 0 1 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,783360,yandex.ru
257,1318192,False,True,[0 0 0 0 1 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,248544,ymail.com
258,1323646,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,795648,yandex.ru
259,1325920,True,True,[ 5  4  1  1  2  2 12  6  2  3  1  0],,3.25,3.278719262151,776704,cldmail.ru
